Epoch | Loss | 3DAll | 3DNod | 3DRaw | CleanOK | 2DAll | 2DTumor | FA | FPcomp | Detect | Precision | Sensitivity | FailRate | Gate
46 | 0.1629 | 0.5564 | 0.4902 | 0.4320 | 84% | 0.9343 | 0.5311 | 0.0369 | 0.41 | 55.1% | 0.5427 | 0.5615 | 31.3% | 35/0.0/2.0
47 | 0.1613 | 0.5558 | 0.4894 | 0.4282 | 84% | 0.9333 | 0.5323 | 0.0380 | 0.57 | 64.0% | 0.5444 | 0.5628 | 30.7% | 35/0.0/2.5
48 | 0.1609 | 0.5490 | 0.4811 | 0.4304 | 84% | 0.9333 | 0.5312 | 0.0380 | 0.55 | 62.6% | 0.5435 | 0.5628 | 31.1% | 35/0.0/2.5
49 | 0.1602 | 0.5513 | 0.4839 | 0.4223 | 84% | 0.9331 | 0.5326 | 0.0383 | 0.55 | 63.1% | 0.5451 | 0.5640 | 31.1% | 35/0.0/2.5
50 | 0.1584 | 0.5565 | 0.4903 | 0.4299 | 84% | 0.9328 | 0.5318 | 0.0386 | 0.54 | 63.6% | 0.5449 | 0.5627 | 30.9% | 35/0.0/2.5
51 | 0.1576 | 0.5570 | 0.4787 | 0.4322 | 89% | 0.9342 | 0.5324 | 0.0371 | 0.50 | 61.2% | 0.5485 | 0.5613 | 31.0% | 35/0.95/2.5
52 | 0.1575 | 0.5571 | 0.5033 | 0.4325 | 79% | 0.9341 | 0.5330 | 0.0372 | 0.76 | 66.8% | 0.5496 | 0.5618 | 30.7% | 15/0.8/2.5
53 | 0.1573 | 0.5605 | 0.5075 | 0.4214 | 79% | 0.9339 | 0.5324 | 0.0374 | 0.73 | 66.8% | 0.5461 | 0.5617 | 30.9% | 15/0.8/2.5
54 | 0.1575 | 0.5541 | 0.4874 | 0.4220 | 84% | 0.9346 | 0.5295 | 0.0365 | 0.51 | 62.6% | 0.5423 | 0.5586 | 31.4% | 35/0.9/2.5
55 | 0.1561 | 0.5554 | 0.4768 | 0.4330 | 89% | 0.9347 | 0.5301 | 0.0364 | 0.39 | 57.9% | 0.5447 | 0.5593 | 31.4% | 35/0.9/2.0
56 | 0.1561 | 0.5454 | 0.4766 | 0.4320 | 84% | 0.9346 | 0.5296 | 0.0365 | 0.39 | 57.0% | 0.5453 | 0.5588 | 31.1% | 35/0.9/2.0
57 | 0.1555 | 0.5469 | 0.5029 | 0.4305 | 74% | 0.9346 | 0.5302 | 0.0366 | 0.73 | 66.8% | 0.5459 | 0.5591 | 31.2% | 15/0.0/2.5
58 | 0.1553 | 0.5469 | 0.5029 | 0.4312 | 74% | 0.9344 | 0.5322 | 0.0368 | 0.83 | 67.8% | 0.5489 | 0.5606 | 30.9% | 0/0.8/2.5
59 | 0.1550 | 0.5474 | 0.5035 | 0.4220 | 74% | 0.9340 | 0.5329 | 0.0373 | 0.83 | 68.2% | 0.5493 | 0.5613 | 30.7% | 0/0.8/2.5
60 | 0.1545 | 0.5540 | 0.5116 | 0.4231 | 74% | 0.9339 | 0.5336 | 0.0375 | 0.83 | 68.7% | 0.5501 | 0.5616 | 30.7% | 0/0.8/2.5
